company,date,pct_positive,pct_negative,pct_neutral,sentiment_score,mean_confidence,paragraph_count,most_positive_text,most_negative_text,price_change_1d,price_change_5d
AAPL,2016-01-26,0.3548387096774194,0.22580645161290322,0.41935483870967744,0.12903225806451613,0.9246956893548387,31,"1. Results:           1. Vast majority of services provided to customers, apps, movies and TV shows, are tied to installed base of devices rather than to current qtr. sales.           2. For some of these services like content, recognizes revenue based on transaction value.                1. For App Store, shares a portion of value of each transaction with app developer, and only recognized revenue on portion that Co. keeps.           3. When aggregating purchase value of services tied to installed base during FY15, adds up to more than $31b.                1. Increased 23% over FY14.           4. In recent Dec. qtr., purchases of installed base services reached $8.9b.                1. Grew 24% YoverY.           5. Installed base services, quite profitable.                1. GM on purchase value basis, similar to Co. avg.           6. Active device is one that has been engaged with services within past 90 days.                1. Active installed base recently passed 1b devices; YoverY growth more than 25%.           7. Has built huge installed base around four platforms:                1. iOS.                2. Mac OS.                3. watchOS.                4. tvOS.           8. Tremendously satisfied loyal customers who are engaged with services at fast growing rate.           9. All aforementioned provides with unparalleled foundation for future of business.      2. Highlights:           1. Revenue $75.9b.                1. Increased $1.3b or 2% YoverY.                2. Growth was driven by:                     1. All-time record iPhone sales.                     2. All-time record revenue from services.                     3. Expanded availability of Apple Watch.                     4. Successful launch of new Apple TV.                3. Achieved this record revenue performance despite large negative impact from weakness of foreign currency.                4. In constant currency, revenue growth rate was 8%.           2. Achieved impressive results in Greater China.                1. Revenue grew 14% YoverY and 47% sequentially to an all-time record of $18.4b.                2. Emerging markets performance was strong overall, up 11% YoverY, and representing 34% of total Co. revenue.           3. GM 40.1%.                1. Up sequentially and better-than-expectations, mainly due to:                     1. Favorable commodity cost.                     2. Product mix.           4. Operating margin 31.9% of revenue.           5. Net income $18.4b; all-time record.           6. Diluted EPS $3.28.                1. Increased 7% YoverY over previous all-time record.           7. Cash flow from operations $27.5b; strong.      3. iPhone:           1. Sold 74.8m iPhones.                1. Increase of 300,000 vs. last Dec. qtr.           2. Sales grew 76% in India and more than 45% in:                1. Korea.                2. Middle East.                3. Africa.           3. Sales up 20% or more in many Western European countries.                1. Grew 18% in Mainland China.           4. ASP $691 vs. $687 in 1Q15 despite of unfavorable FX impact.           5. Seeing strong interest in iPhone with consumers and business users.                1. Among corporate buyers planning to purchase smartphones in March qtr., 451 Research found 79% planned to purchase iPhones.                     1. That is highest iPhone purchase intent in eight-year history of survey.           6. Started qtr. below channel inventory target range.                1. Due to extremely successful manufacturing ramp, able to exit qtr. slightly [above] low-end of target range of 5-7 weeks of iPhone channel inventory.      4. Mac:           1. Sold 5.3m Macs vs. 5.5m last year.                1. Declined 4%.           2. Continued long-running trend of PC market share gains based on IDC's latest estimate of 11% global market contraction.                1. YoverY sales growth in Mainland China 27%.           3. Ended qtr. within 4-5 week target range for Mac channel inventory.      5. iPad:           1. Sold 16.1m vs. 1Q15's 21.4m.                1. Exited qtr. within 5-7 week target range of iPad channel inventory.           2. Tablet market:                1. Highly successful.                2. Recent data from NPD indicates that iPad has 85% share of US market for tablets priced above $200.                3. Latest data published by ITC indicates that iPad accounts for 67% of US commercial tablet market, comprising:                     1. Enterprise.                     2. Government.                     3. Education.                4. In Nov., 451 Research measured 97% consumer satisfaction rate for iPad Air 2.                     1. Among consumers planning to purchase a tablet within next six months, 65% planned to purchase an iPad.                     2. Corporate buyers reported 95% satisfaction rate; March qtr. purchase intent, 73%.      6. Enterprise:           1. Initiatives expanding.           2. IBM released 48 new IBM MobileFirst for iOS apps in Dec. qtr.                1. There are now over 100 apps in IBM MobileFirst for iOS catalog for iPhone, iPad and Apple Watch.           3. Partnership with Cisco gained significant momentum, since announced it at Aug.-end.           4. Continuing to grow mobility partner program.                1. Added more than 25 partners in Dec. qtr., bringing total to over 90.      7. Services:           1. Revenue almost $6.1b, including $548m received from patent infringement dispute.                1. Excluding that amount, revenue was $5.5b.                     1. New all-time record and increase of 15% over last year due in large part to strong growth from apps.                2. Revenue from App Store increased 27%.                     1. Number of transacting customers grew 18%; all-time record.                3. Among customers who purchase apps and content from iTunes Stores, avg. amount spent for customer reached an all-time high in Dec. qtr.      8. Other Details:           1. Revenue from other products grew strongly.                1. Up 62% YoverY due to:                     1. Growing contribution from Apple Watch.                     2. Successful launch of new Apple TV.                2. Both aforementioned established new all-time quarterly records.           2. Expanded Apple Watch distribution significantly over course of qtr.                1. Experienced especially strong results during holiday buying season.      9. Cash Position:           1. 1Q16-end [$215.7b] in cash plus marketable securities.                1. Increased $10.1b sequentially.                2. $200b of this cash or 93% of total was outside US.           2. Returned over $9b to investors.           3. Paid $3b in dividends and equivalents.           4. Spent $3b to repurchase 26m AAPL shares through open market transactions.           5. Launched sixth share repurchase program, spending $3b and receiving an initial delivery of [20.4m shares].           6. Now completed over $153b of our $200b program, including $110b in share purchases.           7. Plans to provide update on capital return program during 2Q results in April.                1. Plans to be active in US and international debt markets in 2016 in order to fund capital return activities.                2. On 01/26/16, Board of Directors declared cash dividend of $0.52 per share of common stock payable on 02/11/16 to shareholders of record as of 02/08/16.      10. 2Q16 Guidance:           1. Revenue $50-53b.                1. Providing wider range for revenue than usual for 2Q because of volatility seeing in economy and financial and currency markets.           2. GM 39.0-39.5%.                1. Believes these are extremely strong margins in light of headwinds faced from FX and sequential loss of leverage.           3. OpEx $6.0-6.1b.           4. OI&E about $325m.           5. Tax rate about 25.5%.           6. Does not provide guidance beyond current qtr.                1. Difficult to forecast economic and FX factors.                2. At this point, believes March qtr. faces most difficult YoverY compare relative to rest of year.","Thank you, Simona.  Let me take this one. In constant currency, when you look at it for the March quarter, revenue would be down between 5% and 10%.  So we are looking at a 400 basis point impact from foreign exchange for the March quarter.  You talked about a number of issues that are, in fact, included in this guidance.  In addition to lapping, of course, a very strong year ago quarter  just remind you that revenue growth a year ago was up 27%  there's a number of things that we're facing. The macroeconomic environment is weakening.  When you think about all the  particularly all the commodity-driven economies, Brazil and Russia and emerging markets, but also Canada, Australia in developed markets  clearly, the economy is significantly weaker than a year ago. We talked about the unfavorable FX, which again is 400 basis points.  One of the things that we've done to respond to the foreign exchange situation has been to increase the price of some of our products in certain international markets.  That has had the effect of protecting our margins, which you've seen have been very strong, both in the December quarter and in the guidance that we provide for the March quarter.   But inevitably over time, higher prices affect demand and so we are capturing that in our guidance.  So I would say these are the major reasons and the drivers for the guidance on revenue.",-0.06570653328158951,-0.05510543274749217
AAPL,2017-01-31,0.3870967741935484,0.12903225806451613,0.4838709677419355,0.25806451612903225,0.9125623619354839,31,"Yes, Shannon, I'll take it. Obviously within the Services business we have a number of categories. The App Store is the one that is driving significant growth right now. I said in my opening comments that we grew 43%, 13 weeks, over 13 weeks we grew own more for the quarter, right? And what we like about the App Store is that it's truly a global platform, so we are seeing significant growth not only in the developed markets where you expect to see a lot of transaction volume, but we see great growth in places like China for example. And we know that there are parts of the world where we can do better. We can grow, for example, our developer community in a number of emerging markets. And so as we look, as I was explaining earlier, as we look at the number of people that transact growing double digits, we see the amount spent per paid account growing so well, we think that the App Store is going to be a significant driver of growth. On the music front, we are the market leader in digital music and obviously now by having the combination of the download business with the streaming service, which we didn't have until recently, we've been able to bring our music business back to growth, we've grown over the last three quarters, and we feel very good about that. Tim has talked about original content. We've had very good success with exclusives, so we know that it's another business that we can grow. Our iCloud storage business is growing very quickly, and so that is a business that also at the geographic level we can continue to grow significantly. Our AppleCare business is growing very well. A lot of it comes from the fact that our install base of devices around the world continues to grow very well, from double digits and as we've explained in the past, the vast majority of the service that we provide is not driven by what we sell during the last 90 days. It's much more driven by the install base and that gives us a tail wind. We're also opening up several new markets because we're accepting new forms of payment and therefore it's easier for, particularly for international customers to take advantage of our services. You were asking about the margin profile. We said it many times, in aggregate, our Services business tends to have margins that are above company averages. They are accretive so they help us quite a bit from a margin standpoint. Within the Services business, we have very different margin profiles also because as you know we account for some of these services in different ways. In some cases we transact on a buy-sell basis, in other cases we perform as agents, for example, to our developers, right? And that drives different margin percentages.","Thank you. First I wanted to ask about the iPad. It looked like it was about to turn possibly even positive, and you said it was above your plan, but I think it was pretty well below the street's expectations. And the ASP deteriorated pretty significantly, I don't know if it's a mix shift. But maybe you can talk about the iPad and what you see going forward?",0.06098063452822419,0.08388957560774625
AAPL,2018-05-01,0.42424242424242425,0.06060606060606061,0.5151515151515151,0.36363636363636365,0.9396215712121212,33," Timothy D. Cook,  Apple Inc. - CEO & Director    [15]  Well, Mike, it's Tim. The  again, the great thing about Services is there are several services that make up the total that are growing nicely. And I think the other good news is that because our active installed base has  is at such a level at  last quarter, we said that we had exceeded $1.3 billion. This year, we're  we're not going to release this number every quarter, but we've obviously grown again. And it's growing at a double-digit number on a year-over-year basis. And so with that kind of change in the installed base and with the services that we have now and others that we are working on, I think that this is just a huge opportunity for us and feel very good about the track that we're on."," Luca Maestri,  Apple Inc. - CFO & Senior VP    [20]  Yes. Amit, it's Luca. We tend to look at the  our gross margin dynamics on a sequential basis, and essentially, we're guiding to about flat on a sequential basis. On a year-over-year basis, it's less relevant for our business, but in general, I would say that this year we are seeing a more difficult cost environment. Particularly, we're still dealing with about 70 basis points of the impact from the memory pricing environment that we're working through.",0.04417504226256452,0.10023651802547519
AAPL,2019-01-29,0.2608695652173913,0.17391304347826086,0.5652173913043478,0.08695652173913043,0.9044432169565217,23,"Yes. I mean, as I said, I mean, essentially, what  the services  I said services too is our installed base. So the first driver is growing the installed base. Installed base has grown nicely over the last several years. We've added 100 million in the last 12 months alone. So that's the first step. Then within that installed base, of course, we want to make sure that there are more people that are so interested in our services that, in addition to transacting on those services on a free basis, they also are interested in paying for those services. And I mentioned that the percentage of paid accounts has increased strong double digits. So we want to continue to do that. We want to make it easier for our customers to actually use our services, and so we are accepting more and more payment methods around the world. And clearly, as you said, the idea of adding new services is very important to us. During the last 3 years, we've added Apple Pay, which has been incredibly successful and is a wonderful customer experience. We've added Apple Music, where we now have more than 50 million paid subscribers and continues to grow very nicely. And we've added a very useful service to our developers. We provide an advertising service for developers on the App Store. The way we've added these services in the past, obviously, we're also very interested in adding new services that can provide great value to our customers in the future. And we don't want to get into product announcements here, but obviously, that is part of our strategy.","I have one for Luca and one for Tim. Luca, looks like the midpoint of your Q2 revenue guidance implies the steepest Q1 to Q2 sequential decline in iPhone revenues in history. It also implies a year-over-year deceleration in iPhone revenues. And I'm wondering if you can comment about whether that's conservatism, whether you're entering the quarter with a high level of channel inventory, and maybe you can comment explicitly on that, or whether you actually think the macroeconomic conditions are getting worse.",0.06833468157924395,0.12606672490647658
AAPL,2020-01-28,0.38636363636363635,0.0,0.6136363636363636,0.38636363636363635,0.9397472725,44," Timothy D. Cook,  Apple Inc. - CEO & Director    [15]  Yes. Thanks, Shannon. In terms of China, the results from last quarter and then I'll get into the coronavirus second. For the results from last quarter, we had double-digit growth for iPhone in Mainland China, so that was an important change from where we had been running. We also had double-digit growth in Services in Mainland China, and we had extremely strong double-digit on Wearables. And so really, there were a number of different factors.  In terms of the things that customers are responding to, iPhone 11 is doing particularly well there. The product has been very well received with its battery life, and the camera is unbelievable. We also, as you probably know, have certain trade-in programs going and financing programs. These have also been well-received. And so it's sort of the sum of all of this, and we're attracting quite a large percentage of new customers on products like the Mac. 3/4 of the customers buying a Mac in China are new, and nearly 2/3 of the customers buying iPad are new. And so it was a terrific quarter. We had 3 of the top 4 selling smartphones in urban China according to Kantar.  In terms of the coronavirus, as I mentioned earlier, first and foremost, our thoughts are with all of those that are affected across the region. And as I've mentioned, we're donating to groups that are working to contain the outbreak. We're also working very closely with our team and our partners in the affected areas, and we have limited travel to business-critical situations as of last week. The situation is emerging, and we're still gathering lots of data points and monitoring it very closely. As Luca had mentioned, we have a wider-than-usual revenue range for the second quarter due to the greater uncertainty.  I'll talk about supply chain and customer demand some to give you some color. With respect to the supply chain, we do have some suppliers in the Wuhan area. All of these suppliers, there are alternate sources, and we're obviously working on mitigation plans to make up any expected production loss. We factored our best thinking in the guidance that we provided you.  With respect to supply sources that are outside the Wuhan area, the impact is less clear at this time. The reopening of those factories after Chinese New Year has been moved from the end of this month to February 10, depending upon the supplier location. And we've attempted to account for this delayed start-up through our larger range of outcomes that Luca mentioned earlier.  With respect to customer demand and sales, we've currently closed 1 of our retail stores, and a number of channel partners have also closed their storefronts. Many of the stores that remain open have also reduced operating hours. We're taking additional precautions and frequently deep cleaning our stores as well as conducting temperature checks for employees. While our sales within the Wuhan area itself are small, retail traffic has also been impacted outside of this area across the country in the last few days. And again, we have attempted to account for this in our guidance range that we've provided you. I hope that gives you some color."," Luca Maestri,  Apple Inc. - CFO & Senior VP    [17]  Yes. As I said earlier to the question around the gross margin guidance for the March quarter, we are seeing a benign commodity environment. Most commodities have been declining during the December quarter, and we expect the same to happen in the March quarter. As always and as you probably know, we look at the way these prices move. And at times when we feel it's appropriate, we buy certain commodities in advance. And so we will continue that practice as we go through the year.",0.02093232999550089,0.0036513707872282155
AMD,2018-10-24,0.34615384615384615,0.038461538461538464,0.6153846153846154,0.3076923076923077,0.9530482061538461,52,"Yes. Matt, thanks for the question. So on the PC business particularly around client processors, I am bullish on that business. It's a good business for us. Our products are very well positioned when you look at both the desktop and notebook segment. It was important for us to get these new platforms out into the market, and so we have 54 new notebook platforms that are out in the market with a few more to go as we enter  finish up here the fourth quarter. I think the traction that we see in terms of unit shipments, the metric around Ryzen being 70% of our client business  over 70%, and we expect that to continue to accelerate. So we're bullish on the client business as a good business for us to grow over the next 12 to 24 months.","On the weakness in the channel-based GPUs, I'm just wondering if some of the weakness is due to the gaming bans in China. It looks like China is hindering the introduction of new games, but I'm not sure if it's impacting actual GPU sales and sort of the enthusiast gamers' motivation to kind of move up the stack?",-0.15445374486819902,-0.20096541461318937
AMD,2020-01-28,0.4339622641509434,0.05660377358490566,0.5094339622641509,0.37735849056603776,0.9090177149056604,53,"Yes. So I think that's actually a good way of talking about the opportunity, John. I think the CPU opportunity is very immediate and in front of us as we look at the opportunities with Rome and the expanding opportunities. I think the data center GPU market continues to be an important growth vector for us, and now I call that over the several-year horizon. So when you look at the opportunities that we have, when we combine our CPU and GPU IP together, they're very, very strong. I mean, for example, this is the reason that we won the Oak Ridge National Lab Supercomputer with Frontier, which were actually both a CPU and a GPU win, and some of the optimization that we've done with that overall system. We think that there are additional opportunities like that as well as machine learning and AI opportunities. Our focus there has been to work with large cloud providers to optimize the machine learning frameworks. And we had some key milestones that we completed in the fourth quarter that will continue to be a focus for us in 2020 and beyond.","Yes, sure, Mitch. So look, I think you're right. When you look at the semi-custom business in the fourth quarter, it is  it was a bit softer than originally anticipated. So we had originally said last quarter that we thought the second half of the year would be down high-30s, and we were actually down more than that for the second half of the year and for Q4. And as it relates to mix of cloud versus enterprise for 2020, I mean, it will move around from quarter-to-quarter. But I think the best guess at this point is, let's call it, roughly even between the two.",-0.059766496334187416,-0.021373402362426255
AMZN,2018-10-25,0.3448275862068966,0.0,0.6551724137931034,0.3448275862068966,0.9493181168965517,29,"Yes, sure. Let me start with the Amazon Prime price increase. Of course, that went into effect earlier in the year in May. We're very pleased with the renewal data and annual sign-up data that we've seen since then. Program remains very strong, both in membership and engagement. And a lot of our video content, music and shipping, definitely, as well as other Prime Benefits, we just continue to see that ramp up, not only in the U.S. but in other countries. So we do continue to make the Prime offer better as well. I'd mentioned earlier the linkage with Prime member savings at Whole Foods market that we set up in Q2, the expansion of grocery delivery to more than 60 cities in the U.S. using Prime Now and Whole Foods stores, the ability to pick up groceries from Whole Foods, adding content. We have a great slate of content coming out in the fourth quarter here. Hopefully, you've seen already Jack Ryan and The Romanoffs, and pretty soon, you'll see the follow-up season to The Marvelous Mrs. Maisel, and also a couple other things. And hopefully, you'll see Thursday Night Football tonight when you get home.","A question on AWS. Obviously, in the last few quarters, you've seen accelerating revenue growth. This quarter, 46%. Still quite strong. But dollar and percentage growth did slow. And I'm just kind of curious, are you just reaching a point in terms of law of large numbers, where it will be more difficult to sustain, not only accelerating growth but sustain kind of the 40-plus-percent growth levels where we've been recently? Or was there something else going on kind of in the quarter that maybe drove that?",-0.07819679467129459,-0.06544830859024356
ASML,2018-07-18,0.19607843137254902,0.0196078431372549,0.7843137254901961,0.17647058823529413,0.9327378662745098,51,"Thank you, Roger. As Roger has highlighted, we had a good first half of the year, and our business continues to perform very well. The positive industry environment and increasing litho intensity continues to drive strong demand in both logic and memory markets as customers migrate to more advanced nodes requiring our full suite of products.  For the second half of the year, we see strength in Deep UV driven by memory and EUV driven by logic. After an excellent first half in 2018, we expect the second half to be stronger, with improved sales and profitability and as well as continued growth from Q3 to Q4.  Logic demand continues to be solid as both existing and new market applications require more high-performance compute power. Customers are preparing the ramp of the 7-nanometer node, which is driving a significant increase in EUV demand. Given the progress made in EUV execution, there's now increased customer confidence in the future logic road map, and furthermore, plans are being put in place to secure the next-generation High-NA EUV.  Progress in high-performance compute requires similar advances in the memory road map execution for both volatile and nonvolatile memory. Memory strength in both DRAM and NAND is driven by increasing content per device as well as expanding end market applications. And in DRAM, to meet the current bit growth demand expectations of between 20% to 25%, we see customers continuing with technology migrations and greater capacity additions. As fewer bits are being supplied via technology node migrations, it drives an increased need for wafer capacity additions.  In NAND, with planned 2D-to-3D NAND conversions nearly finished, customers require new greenfield fab capacity. This, along with protocol scaling via stacks of stacks, drives additional lithography demand. Significant investments in greenfield fabs, although dampened by high NAND growth rates, which are expected to stay in the 40% to 45% range, may create some short-term volatility. In memory overall, we don't see any structural supply imbalance concerns that would significantly change our positive view of this market segment.  On the ASML product side, let me start with an update on our EUV business. In EUV, we continue to make good progress as this technology ramps in volume production. Priority continues to be on productivity or wafers per day, which is a combination of system throughput and availability. On availability, we have made significant improvements that have enabled 4-week availability above 85% on a number of systems with the latest configuration, our NXE:3400.  On throughput, we have customer systems running at 125 wafers per hour, and we have demonstrated performance beyond [140] wafers per hour. Focused execution on our EUV program is enabling an acceleration of our road map in terms of throughput, availability and overlay, creating the opportunity for value creation for both our customers and ASML.  With this in mind, we decided to accelerate some of the R&D spending to pull in these benefits. And we are working to finalize the configuration and specifications of this accelerated road map and will provide an update later this year. And these improvements will provide an even stronger foundation for our EUV business going forward.  In Deep UV, we're now shipping the NXT:2000 system, which delivers increased customer value via improved lithography performance. We're planning an aggressive ramp of these systems in the second half of the year, driven by strong customer demand in both memory and logic.  In Holistic Lithography, we continue to see growth across our full portfolio of software and metrology products, enabled by the continued integration of HMI's e-beam technology and ASML's computational and control products.  To summarize 2018, we expect continued solid growth in sales and profitability versus 2017. And after an excellent first half, we expect revenue in the second half to be stronger with an improved profitability. We furthermore expect the growth to continue from Q3 to Q4, as mentioned earlier.  Regarding 2019, it's a bit too early to provide quantitative guidance, but I will provide some comments regarding our initial view on high-level trends going into the start of next year.  In memory, we see strong Deep UV demand continuing, with an initial EUV opportunity at more advanced nodes. In logic, 7-nanometer node will continue to ramp, driving a further increase in EUV demand on top of a solid demand in Deep UV.  In our Installed Base Management segment, we expect continued growth via service revenue from a growing installed base as well as upgrade business opportunity, although the latter is somewhat dependent on the customers' willingness to sacrifice utilization in the periods during upgrade.  In summary, at present, we currently expect the strong growth that we experienced this year to continue into 2019. We're well on track to achieve our 2020 targets with significant growth potential beyond 2020. And we plan to communicate our growth opportunity through 2025 at our Investor Day on November 8 this year.  With that, we'll be happy to take your questions.","Yes. I think, well, what I would suggest that you do, because the 38% gross margin is not something that I can easily relate to, so why don't you, after this call, get in touch with our IR folks, and they will probably  can help you understand where you're  or that they can understand where you're coming from in your calculation of the 38%. Because if it would be 38% in Q3, then the 40% in 2020 would be really sandbagging. So that's probably not what you are suggesting. So somewhere  and we need  probably need to help you understand this or we need to understand what your thinking is. I don't think this call is suitable for that. So I would ask you to call our guys.",-0.012115645124799724,0.004910541668027783
ASML,2018-10-17,0.2,0.0,0.8,0.2,0.9022684,55,"Thank you, Roger.  As Roger highlighted, we had another good quarter, and we expect the fourth quarter to be even stronger. With the current guidance, we expect that our sales for the year will be close to EUR 11 billion and that our profitability will improve over last year. Now we continue to see strong demand for our products in both logic and memory as witnessed by our strong order book. Logic customers continue to ramp the 10-nanometer node and are also starting to ramp 7-nanometer. As customers prepare the ramp of the 7-nanometer node, it's  it not only drives EUV demand but also drives significant demand of increase for EUV.  In DRAM, customers are continuing with technology migrations as well as adding wafer capacity additions to meet bit demand growth, evidenced by our strong third quarter order intake for memory. Now we believe that the limited number of wafer capacity additions by a limited number of customers combined with a healthy demand for DRAM bits should not lead to a structural overcapacity in this industry segment.  In NAND, significant 2D to 3D conversions have taken place next to investments in several greenfield fabs. This is likely creating a period of some digestion as we mentioned in prior quarters. With regards to China, we continue to see strong demand for a broad suite of our products. The China region has delivered around 20% of our sales this year, is on track to set another record revenue number. This is driven by both multinational customers as well as domestic China customers. And all 5 domestic customers that we discussed in prior quarters, at least  so far with capacity in place now and are looking to begin the ramping next year. We believe this region presents a significant growth opportunity under the assumption that these ramps of the domestic customers are successful and that more domestic customers will follow through with their investment plans.  On the ASML product side, let me start with an update on our EUV business.  In EUV, we continue to make good progress. We have multiple NXE:3400C systems at customer sites that are running at 125 wafers per hour or higher and are ready for high-volume manufacturing. Availability is progressing in support of customer volume ramp with a clear focus on machine consistency. The overall progress has led to the decision to accelerate our EUV road map. And we are, as a result of this, now planning the introduction of our next-generation 0.33 NA EUV system called the NXE:3400C in the second half of 2019. This system will deliver productivity of over 155 wafers per hour. But we will talk more about the performance specifications and the road map during our Investor Day next month.  As Roger mentioned, we continue to increase our shipments per quarter and plan to ship 6 systems in Q4, bringing the total to 18 systems in 2018. As we mentioned in earlier calls, this year our production output is heavily back-end loaded, which has led to some production output challenges, combined with customer fab readiness logistics. We now plan to ship a couple of systems originally planned in 2018 now in early 2019. Our shipment plan for 2019 remains at 30 systems as we now have an increased mix of the NXE:3400C systems in the second half of 2019, which will enable a significantly higher wafer output capability in the earlier specified 125 wafers per hour. With this higher productivity, we expect that we'll be able to meet our customers' current EUV capacity plans in 2019. And as Roger mentioned, we expect order flow to continue next quarter, expect to have our 2019 demand for EUV will be covered by orders by the end of the year.  In Deep UV, on the introduction of the NXT:2000 system into the market is making significant progress and will be used in volume manufacturing for both memory and logic. We're also seeing significant demand for our dry products in support of a number of greenfield fab ramps in China and other regions.  In our application business, we continue to see growth across our full portfolio of software and metrology products, notably related to the adoption of our  YieldStar 375 system expanding from logic and DRAM now also into 3D NAND manufacturing.  To summarize 2018, we expect the growth to continue from Q3 to Q4 to set us up for another record year in both sales and profitability.  Now regarding 2019, it's a bit too early to provide detailed guidance, but I will provide some qualitative comments regarding our initial views. We continue to see strong demand for our products in both memory and logic in support of our bookings, and DEEP UV demand continues to be healthy in memory, as discussed earlier. And we expect DEEP UV demand in logic to further strengthen in 2019, driven by the 10- and 7-nanometer ramps.  Furthermore, we expect continued growth for our applications business with the expansion of both metrology as well as software products. EUV demand continues to be driven by logic, but also with the clear opportunity in DRAM that we meet our availability and productivity targets.  EUV revenue growth is expected from both the significant increase in new shipments as well as a higher ASP of the NXE:3400C, which shipments are planned starting, as we said earlier, the second half of 2019. Furthermore, we expect customers to take advantage of system performance upgrades of their installed base to maximize capital efficiency. Our current view of the overall business next year remains positive. We expect the first half to be somewhat similar to the second half of this year, with business strengthening in the second half 2019. Our installed base will continue to grow, driving increased service revenue. Furthermore, we expect customers to take advantage of system performance upgrades of our installed base to maximize capital efficiency.  Now putting this all together, we expect another year with good growth opportunity. I think we're well on track to achieve our 2020 targets. We have a significant growth potential beyond 2020, and we plan to communicate the size and the extent of this growth opportunity through 2025 in our Investor Day, which we will hold on November 8 this year. And with that, we will be happy to take your questions.","JP Morgan. Peter, my question is, I mean, I'm trying to understand what you've been saying about 2019. Clearly, EUV is up to 30 tools is what you're guiding. Your metrology business is growing into next year. Your Installed Base Management business is growing into next year. So I don't think there are questions about that. So the question is about the DUV business. I mean, from what I'm hearing you're saying into  in response to earlier questions that you're looking for a flattish trend. And I mean that is dominated by the growth in logic and memory not that strong. But I mean, you still have a flattish trend in DUV next year. I mean, I think everybody's estimates for your  on revenue for ASML are wrong.",-0.0463217838582181,-0.14512724569286117
